Retailer,State,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Order Month
West Gear,West Virginia,Men's Athletic Footwear,55.0,400,22000,8800,In-store,2021,2021-07
Foot Locker,West Virginia,Women's Apparel,70.0,400,28000,11200,In-store,2021,2021-11
West Gear,West Virginia,Women's Street Footwear,55.0,400,22000,8800,In-store,2021,2021-12
Foot Locker,Delaware,Women's Apparel,60.0,400,24000,9600,In-store,2021,2021-05
Foot Locker,Delaware,Men's Athletic Footwear,50.0,400,20000,7000,In-store,2021,2021-06
Foot Locker,Delaware,Women's Apparel,60.0,400,24000,9600,In-store,2021,2021-08
Kohl's,Delaware,Men's Athletic Footwear,55.0,400,22000,7700,In-store,2021,2021-12
Kohl's,New Jersey,Women's Apparel,55.0,400,22000,8800,In-store,2021,2021-06
Sports Direct,New Jersey,Men's Street Footwear,60.0,400,24000,8400,In-store,2021,2021-11
Sports Direct,Connecticut,Men's Athletic Footwear,50.0,400,20000,8000,In-store,2021,2021-07
Sports Direct,Connecticut,Men's Athletic Footwear,50.0,400,20000,8000,In-store,2021,2021-08
Foot Locker,Connecticut,Women's Apparel,70.0,400,28000,9800,In-store,2021,2021-12
Foot Locker,Rhode Island,Women's Apparel,55.0,400,22000,8800,In-store,2021,2021-07
Sports Direct,Massachusetts,Men's Street Footwear,60.0,400,24000,7200,In-store,2021,2021-10
Amazon,Massachusetts,Women's Apparel,70.0,400,28000,8400,In-store,2021,2021-12
Amazon,Vermont,Women's Apparel,65.0,400,26000,10400,In-store,2021,2021-05
Amazon,Vermont,Men's Athletic Footwear,55.0,400,22000,9900,In-store,2021,2021-06
Amazon,Vermont,Women's Apparel,65.0,400,26000,10400,In-store,2021,2021-08
Amazon,Vermont,Men's Athletic Footwear,60.0,400,24000,10800,In-store,2021,2021-12
Foot Locker,New Hampshire,Women's Apparel,80.0,400,32000,11200,Outlet,2021,2021-11
Foot Locker,New Hampshire,Women's Street Footwear,65.0,400,26000,7800,Outlet,2021,2021-12
Sports Direct,Mississippi,Women's Street Footwear,30.0,395,11850,4740,Online,2021,2021-11
Foot Locker,Illinois,Women's Apparel,55.0,375,20625,10313,Outlet,2021,2021-07
Sports Direct,Texas,Men's Apparel,40.0,375,15000,3750,Outlet,2021,2021-08
Foot Locker,Pennsylvania,Women's Apparel,70.0,375,26250,7875,Outlet,2021,2021-12
Foot Locker,Pennsylvania,Men's Street Footwear,70.0,375,26250,14438,Outlet,2021,2021-12
West Gear,Nevada,Women's Apparel,55.0,375,20625,4125,Outlet,2020,2020-01
West Gear,Nevada,Women's Street Footwear,60.0,375,22500,7875,In-store,2020,2020-02
West Gear,Nevada,Women's Apparel,75.0,375,28125,4219,In-store,2020,2020-03
West Gear,Colorado,Women's Street Footwear,65.0,375,24375,8531,In-store,2020,2020-04
West Gear,Colorado,Men's Athletic Footwear,65.0,375,24375,8531,In-store,2020,2020-04
West Gear,Colorado,Women's Street Footwear,65.0,375,24375,12188,In-store,2020,2020-04
West Gear,Colorado,Men's Apparel,75.0,375,28125,15469,In-store,2020,2020-05
West Gear,Washington,Women's Apparel,65.0,375,24375,4875,In-store,2020,2020-06
West Gear,Washington,Men's Apparel,85.0,375,31875,7969,In-store,2020,2020-06
West Gear,Washington,Women's Street Footwear,60.0,375,22500,5625,In-store,2020,2020-07
West Gear,Washington,Women's Apparel,75.0,375,28125,5625,In-store,2020,2020-07
Foot Locker,Minnesota,Women's Apparel,55.0,375,20625,9281,Outlet,2020,2020-11
Foot Locker,Minnesota,Men's Street Footwear,45.0,375,16875,5906,Outlet,2020,2020-12
Kohl's,Montana,Men's Athletic Footwear,45.0,375,16875,5063,Outlet,2021,2021-01
Kohl's,Montana,Women's Apparel,60.0,375,22500,5625,Outlet,2021,2021-01
Kohl's,Montana,Women's Athletic Footwear,45.0,375,16875,6750,Outlet,2021,2021-02
Kohl's,Montana,Men's Apparel,55.0,375,20625,12375,Outlet,2021,2021-03
Sports Direct,Tennessee,Women's Athletic Footwear,35.0,375,13125,6563,Outlet,2021,2021-03
Sports Direct,Tennessee,Women's Athletic Footwear,40.0,375,15000,8250,Outlet,2021,2021-05
Foot Locker,Nebraska,Men's Street Footwear,40.0,375,15000,6000,Outlet,2021,2021-06
Sports Direct,Alabama,Women's Athletic Footwear,35.0,375,13125,6563,Outlet,2021,2021-08
Amazon,Maine,Women's Apparel,60.0,375,22500,9000,Outlet,2021,2021-12
Amazon,Maine,Men's Street Footwear,65.0,375,24375,8531,Outlet,2021,2021-11
West Gear,Maine,Men's Street Footwear,35.0,375,13125,3281,Outlet,2021,2021-01
West Gear,Maine,Men's Athletic Footwear,45.0,375,16875,3375,Outlet,2021,2021-01
West Gear,Maine,Women's Street Footwear,45.0,375,16875,4219,Outlet,2021,2021-01
Amazon,Alaska,Women's Apparel,80.0,375,30000,9000,Outlet,2021,2021-11
Foot Locker,Alaska,Men's Street Footwear,35.0,375,13125,3281,Outlet,2021,2021-01
Foot Locker,Alaska,Men's Athletic Footwear,45.0,375,16875,3375,Outlet,2021,2021-01
Foot Locker,Alaska,Women's Street Footwear,45.0,375,16875,4219,Outlet,2021,2021-01
Foot Locker,Alaska,Men's Athletic Footwear,45.0,375,16875,3375,Outlet,2021,2021-02
Foot Locker,Alaska,Women's Street Footwear,45.0,375,16875,4219,Outlet,2021,2021-02
Foot Locker,Hawaii,Women's Street Footwear,60.0,375,22500,5625,Outlet,2021,2021-03
Foot Locker,Hawaii,Men's Athletic Footwear,60.0,375,22500,4500,Outlet,2021,2021-05
Foot Locker,Hawaii,Women's Street Footwear,60.0,375,22500,5625,Outlet,2021,2021-05
Walmart,Hawaii,Women's Street Footwear,65.0,375,24375,6094,Outlet,2021,2021-09
Walmart,Hawaii,Women's Apparel,60.0,375,22500,9000,Outlet,2021,2021-09
Walmart,Hawaii,Men's Apparel,85.0,375,31875,4781,Outlet,2021,2021-11
Sports Direct,Florida,Women's Apparel,60.0,375,22500,10125,Outlet,2021,2021-03
Walmart,Florida,Women's Apparel,75.0,375,28125,12656,Outlet,2021,2021-04
Walmart,Florida,Women's Athletic Footwear,55.0,375,20625,6188,In-store,2021,2021-10
Sports Direct,Michigan,Women's Athletic Footwear,30.0,375,11250,3938,In-store,2021,2021-02
Sports Direct,Michigan,Men's Apparel,45.0,375,16875,6750,In-store,2021,2021-03
Sports Direct,Michigan,Women's Athletic Footwear,35.0,375,13125,4594,In-store,2021,2021-04
Foot Locker,Missouri,Women's Street Footwear,25.0,375,9375,3281,In-store,2021,2021-06
Foot Locker,Missouri,Women's Athletic Footwear,30.0,375,11250,4500,In-store,2021,2021-07
Foot Locker,Missouri,Men's Apparel,40.0,375,15000,5250,In-store,2021,2021-07
West Gear,Missouri,Men's Apparel,35.0,375,13125,4594,In-store,2021,2021-01
West Gear,Missouri,Men's Athletic Footwear,25.0,375,9375,3281,In-store,2021,2021-02
West Gear,Utah,Men's Apparel,35.0,375,13125,4594,In-store,2021,2021-02
West Gear,Utah,Men's Athletic Footwear,30.0,375,11250,3938,In-store,2021,2021-05
West Gear,Louisiana,Women's Apparel,45.0,375,16875,5906,In-store,2021,2021-02
West Gear,Louisiana,Men's Athletic Footwear,55.0,375,20625,8250,In-store,2021,2021-03
West Gear,Louisiana,Women's Street Footwear,55.0,375,20625,8250,In-store,2021,2021-04
West Gear,Louisiana,Women's Athletic Footwear,40.0,375,15000,6000,Online,2021,2021-10
Foot Locker,Idaho,Women's Athletic Footwear,35.0,375,13125,5250,Online,2021,2021-02
West Gear,Idaho,Women's Athletic Footwear,30.0,375,11250,5063,Online,2021,2021-04
Sports Direct,Idaho,Women's Athletic Footwear,45.0,375,16875,8438,Online,2021,2021-10
Foot Locker,Idaho,Men's Athletic Footwear,40.0,375,15000,6000,Online,2021,2021-02
Foot Locker,Idaho,Women's Street Footwear,40.0,375,15000,5250,Online,2021,2021-02
Foot Locker,Arizona,Men's Athletic Footwear,55.0,375,20625,8250,Online,2021,2021-05
Foot Locker,Arizona,Women's Apparel,70.0,375,26250,6563,Online,2021,2021-05
Foot Locker,Arizona,Women's Athletic Footwear,50.0,375,18750,6563,Online,2021,2021-07
Foot Locker,Arizona,Women's Apparel,70.0,375,26250,6563,Online,2021,2021-08
Foot Locker,Arizona,Women's Athletic Footwear,45.0,375,16875,5906,Online,2021,2021-09
Foot Locker,Arizona,Men's Apparel,55.0,375,20625,6188,Online,2021,2021-09
Foot Locker,Arizona,Women's Street Footwear,45.0,375,16875,5906,Online,2021,2021-11
Kohl's,New Mexico,Women's Apparel,55.0,375,20625,5156,Online,2021,2021-03
Kohl's,New Mexico,Women's Apparel,75.0,375,28125,7031,Online,2021,2021-04
Kohl's,New Mexico,Women's Street Footwear,50.0,375,18750,6563,Online,2021,2021-10
Kohl's,New Mexico,Women's Apparel,75.0,375,28125,7031,Online,2021,2021-10
Kohl's,New Mexico,Men's Apparel,70.0,375,26250,7875,Online,2021,2021-11
Sports Direct,Georgia,Women's Apparel,40.0,375,15000,3750,Online,2021,2021-02
Sports Direct,Georgia,Men's Athletic Footwear,50.0,375,18750,7500,Online,2021,2021-03
Sports Direct,Georgia,Women's Street Footwear,50.0,375,18750,6563,Online,2021,2021-03
Sports Direct,Georgia,Women's Street Footwear,55.0,375,20625,7219,Online,2021,2021-04
Amazon,Ohio,Women's Athletic Footwear,30.0,375,11250,4500,Online,2021,2021-02
Amazon,Ohio,Men's Apparel,40.0,375,15000,5250,Online,2021,2021-03
Amazon,Ohio,Men's Apparel,45.0,375,16875,5906,Online,2021,2021-04
Amazon,Kentucky,Women's Apparel,55.0,375,20625,8250,Online,2021,2021-06
Foot Locker,Kentucky,Women's Athletic Footwear,25.0,375,9375,3750,Online,2021,2021-01
Foot Locker,Mississippi,Men's Athletic Footwear,25.0,375,9375,3281,Online,2021,2021-04
Foot Locker,Mississippi,Women's Athletic Footwear,35.0,375,13125,5250,Online,2021,2021-05
Walmart,Mississippi,Women's Street Footwear,25.0,375,9375,3750,Online,2021,2021-10
Walmart,Arkansas,Men's Athletic Footwear,40.0,375,15000,5250,Online,2021,2021-05
Walmart,Arkansas,Women's Athletic Footwear,40.0,375,15000,6000,Online,2021,2021-06
Walmart,Arkansas,Men's Apparel,55.0,375,20625,7219,Online,2021,2021-06
Walmart,Arkansas,Men's Apparel,50.0,375,18750,6563,Online,2021,2021-08
West Gear,Arkansas,Women's Athletic Footwear,55.0,375,20625,8250,Online,2021,2021-11
West Gear,Arkansas,Men's Athletic Footwear,25.0,375,9375,3281,Online,2021,2021-01
West Gear,Arkansas,Women's Apparel,25.0,375,9375,3750,Online,2021,2021-01
West Gear,Oklahoma,Women's Street Footwear,45.0,375,16875,6750,Online,2021,2021-07
West Gear,Oklahoma,Women's Street Footwear,50.0,375,18750,7500,Online,2021,2021-08
West Gear,Oklahoma,Men's Athletic Footwear,40.0,375,15000,5250,Online,2021,2021-09
Kohl's,Oklahoma,Women's Apparel,75.0,375,28125,11250,Online,2021,2021-11
Kohl's,Oklahoma,Women's Street Footwear,60.0,375,22500,9000,Online,2021,2021-12
Foot Locker,South Dakota,Women's Apparel,55.0,375,20625,8250,Online,2021,2021-07
Sports Direct,North Dakota,Women's Apparel,55.0,375,20625,8250,In-store,2021,2021-07
Foot Locker,Iowa,Women's Apparel,55.0,375,20625,8250,In-store,2021,2021-07
West Gear,Wisconsin,Women's Apparel,55.0,375,20625,8250,In-store,2021,2021-07
West Gear,Wisconsin,Men's Street Footwear,45.0,375,16875,5063,In-store,2021,2021-10
West Gear,Indiana,Women's Apparel,60.0,375,22500,9000,In-store,2021,2021-07
Sports Direct,Maryland,Men's Street Footwear,55.0,375,20625,8250,In-store,2021,2021-10
Kohl's,Delaware,Women's Apparel,70.0,375,26250,10500,In-store,2021,2021-11
Kohl's,Delaware,Women's Street Footwear,55.0,375,20625,8250,In-store,2021,2021-12
Kohl's,New Jersey,Men's Athletic Footwear,45.0,375,16875,5906,In-store,2021,2021-07
Kohl's,New Jersey,Men's Athletic Footwear,45.0,375,16875,5906,In-store,2021,2021-08
Sports Direct,New Jersey,Women's Apparel,65.0,375,24375,9750,In-store,2021,2021-12
Sports Direct,Connecticut,Women's Apparel,60.0,375,22500,7875,In-store,2021,2021-05
Sports Direct,Connecticut,Men's Athletic Footwear,50.0,375,18750,7500,In-store,2021,2021-06
Sports Direct,Connecticut,Women's Apparel,60.0,375,22500,7875,In-store,2021,2021-08
Foot Locker,Connecticut,Men's Athletic Footwear,55.0,375,20625,8250,In-store,2021,2021-12
Foot Locker,Rhode Island,Men's Street Footwear,55.0,375,20625,7219,In-store,2021,2021-10
Sports Direct,Massachusetts,Women's Apparel,60.0,375,22500,6750,In-store,2021,2021-06
Amazon,Massachusetts,Men's Street Footwear,65.0,375,24375,7313,In-store,2021,2021-11
Amazon,Massachusetts,Men's Athletic Footwear,55.0,375,20625,6188,In-store,2021,2021-12
Amazon,Vermont,Women's Apparel,75.0,375,28125,11250,In-store,2021,2021-11
Amazon,Vermont,Women's Street Footwear,60.0,375,22500,7875,In-store,2021,2021-12
Amazon,New Hampshire,Women's Apparel,50.0,375,18750,6563,In-store,2021,2021-02
Amazon,New Hampshire,Women's Street Footwear,55.0,375,20625,6188,Outlet,2021,2021-07
Amazon,New Hampshire,Women's Street Footwear,55.0,375,20625,6188,Outlet,2021,2021-08
Foot Locker,Illinois,Women's Apparel,55.0,350,19250,9625,Outlet,2021,2021-07
Foot Locker,Pennsylvania,Women's Apparel,70.0,350,24500,7350,Outlet,2021,2021-12
West Gear,Nevada,Men's Athletic Footwear,65.0,350,22750,5688,Outlet,2020,2020-01
West Gear,Nevada,Women's Apparel,80.0,350,28000,5600,Outlet,2020,2020-01
West Gear,Nevada,Women's Athletic Footwear,60.0,350,21000,6300,In-store,2020,2020-02
West Gear,Nevada,Men's Apparel,70.0,350,24500,12250,In-store,2020,2020-03
West Gear,Colorado,Women's Apparel,55.0,350,19250,2888,In-store,2020,2020-04
West Gear,Colorado,Women's Street Footwear,55.0,350,19250,7700,In-store,2020,2020-05
West Gear,Colorado,Women's Apparel,70.0,350,24500,4900,In-store,2020,2020-05
West Gear,Washington,Men's Athletic Footwear,75.0,350,26250,6563,In-store,2020,2020-06
West Gear,Washington,Women's Apparel,80.0,350,28000,5600,In-store,2020,2020-06
West Gear,Washington,Women's Athletic Footwear,60.0,350,21000,6300,In-store,2020,2020-07
Foot Locker,Minnesota,Men's Street Footwear,50.0,350,17500,6125,Outlet,2020,2020-12
Kohl's,Montana,Men's Apparel,55.0,350,19250,11550,Outlet,2021,2021-02
Sports Direct,Tennessee,Men's Apparel,40.0,350,14000,4200,Outlet,2021,2021-03
Sports Direct,Tennessee,Men's Apparel,35.0,350,12250,4900,Outlet,2021,2021-05
Foot Locker,Nebraska,Women's Apparel,50.0,350,17500,8750,Outlet,2021,2021-07
Sports Direct,Alabama,Women's Athletic Footwear,35.0,350,12250,6738,Outlet,2021,2021-08
Sports Direct,Alabama,Women's Athletic Footwear,60.0,350,21000,12600,Outlet,2021,2021-09
Sports Direct,Alabama,Men's Apparel,45.0,350,15750,7088,Outlet,2021,2021-09
Amazon,Alaska,Women's Apparel,55.0,350,19250,5775,Outlet,2021,2021-02
Amazon,Alaska,Women's Street Footwear,55.0,350,19250,4813,Outlet,2021,2021-07
Amazon,Alaska,Women's Street Footwear,55.0,350,19250,4813,Outlet,2021,2021-08
Foot Locker,Hawaii,Women's Apparel,45.0,350,15750,6300,Outlet,2021,2021-02
Foot Locker,Hawaii,Men's Athletic Footwear,55.0,350,19250,3850,Outlet,2021,2021-03
Foot Locker,Hawaii,Women's Street Footwear,65.0,350,22750,5688,Outlet,2021,2021-04
Foot Locker,Hawaii,Men's Apparel,85.0,350,29750,4463,Outlet,2021,2021-06
Walmart,Hawaii,Women's Apparel,75.0,350,26250,10500,Outlet,2021,2021-08
Walmart,Hawaii,Men's Apparel,75.0,350,26250,3938,Outlet,2021,2021-09
Walmart,Florida,Men's Athletic Footwear,70.0,350,24500,6125,Outlet,2021,2021-04
Walmart,Florida,Men's Apparel,65.0,350,22750,4550,In-store,2021,2021-10
Foot Locker,Wyoming,Men's Street Footwear,30.0,350,10500,3675,In-store,2021,2021-01
Foot Locker,Wyoming,Men's Athletic Footwear,40.0,350,14000,4900,In-store,2021,2021-01
Foot Locker,Wyoming,Women's Street Footwear,40.0,350,14000,4900,In-store,2021,2021-01
Foot Locker,Wyoming,Men's Athletic Footwear,40.0,350,14000,4900,In-store,2021,2021-02
Foot Locker,Wyoming,Women's Street Footwear,40.0,350,14000,4900,In-store,2021,2021-02
Foot Locker,Virginia,Women's Street Footwear,55.0,350,19250,6738,In-store,2021,2021-03
Foot Locker,Virginia,Men's Athletic Footwear,55.0,350,19250,6738,In-store,2021,2021-05
Foot Locker,Virginia,Women's Street Footwear,55.0,350,19250,6738,In-store,2021,2021-05
Foot Locker,Virginia,Men's Street Footwear,40.0,350,14000,4900,In-store,2021,2021-10
Foot Locker,Virginia,Women's Street Footwear,50.0,350,17500,6125,In-store,2021,2021-10
Foot Locker,Virginia,Women's Apparel,60.0,350,21000,6300,In-store,2021,2021-10
Foot Locker,Missouri,Women's Apparel,35.0,350,12250,6125,In-store,2021,2021-03
Foot Locker,Missouri,Women's Apparel,30.0,350,10500,5250,In-store,2021,2021-04
Foot Locker,Missouri,Women's Apparel,50.0,350,17500,8750,In-store,2021,2021-05
Foot Locker,Missouri,Men's Athletic Footwear,30.0,350,10500,3675,In-store,2021,2021-06
Foot Locker,Missouri,Men's Apparel,40.0,350,14000,4900,In-store,2021,2021-06
Foot Locker,Missouri,Women's Apparel,30.0,350,10500,5250,In-store,2021,2021-09
Foot Locker,Missouri,Women's Apparel,40.0,350,14000,7000,In-store,2021,2021-10
West Gear,Missouri,Women's Athletic Footwear,35.0,350,12250,4900,In-store,2021,2021-12
West Gear,Missouri,Men's Apparel,45.0,350,15750,5513,In-store,2021,2021-12
West Gear,Utah,Men's Athletic Footwear,30.0,350,10500,3675,In-store,2021,2021-03
West Gear,Utah,Men's Apparel,30.0,350,10500,3675,In-store,2021,2021-08
West Gear,Utah,Men's Apparel,40.0,350,14000,4900,In-store,2021,2021-11
West Gear,Utah,Men's Street Footwear,30.0,350,10500,3675,In-store,2021,2021-01
West Gear,Utah,Men's Athletic Footwear,40.0,350,14000,4900,In-store,2021,2021-01
West Gear,Utah,Women's Street Footwear,40.0,350,14000,4900,In-store,2021,2021-01
West Gear,Utah,Men's Athletic Footwear,40.0,350,14000,4900,In-store,2021,2021-02
West Gear,Utah,Women's Street Footwear,40.0,350,14000,4900,In-store,2021,2021-02
West Gear,Oregon,Women's Street Footwear,55.0,350,19250,6738,In-store,2021,2021-03
West Gear,Oregon,Men's Athletic Footwear,55.0,350,19250,6738,In-store,2021,2021-05
West Gear,Oregon,Women's Street Footwear,55.0,350,19250,6738,In-store,2021,2021-05
West Gear,Oregon,Men's Street Footwear,40.0,350,14000,4900,In-store,2021,2021-10
West Gear,Oregon,Women's Street Footwear,50.0,350,17500,6125,In-store,2021,2021-10
West Gear,Oregon,Women's Apparel,60.0,350,21000,6300,In-store,2021,2021-10
West Gear,Louisiana,Women's Apparel,45.0,350,15750,5513,In-store,2021,2021-03
West Gear,Louisiana,Women's Apparel,60.0,350,21000,7350,In-store,2021,2021-04
West Gear,Louisiana,Men's Apparel,50.0,350,17500,7875,Online,2021,2021-10
Foot Locker,Idaho,Women's Athletic Footwear,35.0,350,12250,5513,Online,2021,2021-03
Sports Direct,Idaho,Men's Apparel,35.0,350,12250,4288,Online,2021,2021-10
Foot Locker,Arizona,Women's Apparel,40.0,350,14000,3500,Online,2021,2021-02
Foot Locker,Arizona,Men's Athletic Footwear,50.0,350,17500,7000,Online,2021,2021-03
Foot Locker,Arizona,Women's Street Footwear,50.0,350,17500,6125,Online,2021,2021-03
Foot Locker,Arizona,Women's Street Footwear,55.0,350,19250,6738,Online,2021,2021-04
Foot Locker,Arizona,Women's Athletic Footwear,50.0,350,17500,6125,Online,2021,2021-06
Foot Locker,Arizona,Women's Athletic Footwear,45.0,350,15750,5513,Online,2021,2021-11
Kohl's,Arizona,Men's Apparel,55.0,350,19250,5775,Online,2021,2021-12
Kohl's,New Mexico,Men's Athletic Footwear,60.0,350,21000,8400,Online,2021,2021-04
Kohl's,New Mexico,Women's Athletic Footwear,55.0,350,19250,6738,Online,2021,2021-05
Kohl's,New Mexico,Women's Athletic Footwear,50.0,350,17500,6125,Online,2021,2021-10
Sports Direct,Georgia,Women's Apparel,50.0,350,17500,4375,Online,2021,2021-03
Sports Direct,Georgia,Women's Apparel,70.0,350,24500,6125,Online,2021,2021-04
Sports Direct,Georgia,Women's Street Footwear,45.0,350,15750,5513,Online,2021,2021-10
Sports Direct,Georgia,Women's Apparel,70.0,350,24500,6125,Online,2021,2021-10
Sports Direct,Georgia,Men's Apparel,65.0,350,22750,7963,Online,2021,2021-11
Amazon,Kentucky,Men's Athletic Footwear,45.0,350,15750,5513,Online,2021,2021-07
Amazon,Kentucky,Men's Athletic Footwear,45.0,350,15750,5513,Online,2021,2021-08
Walmart,Mississippi,Men's Apparel,35.0,350,12250,4288,Online,2021,2021-10
Sports Direct,Mississippi,Men's Apparel,35.0,350,12250,4288,Online,2021,2021-01
Walmart,Arkansas,Women's Street Footwear,35.0,350,12250,4900,Online,2021,2021-05
West Gear,Arkansas,Men's Apparel,75.0,350,26250,9188,Online,2021,2021-11
West Gear,Oklahoma,Women's Apparel,45.0,350,15750,6300,Online,2021,2021-05
West Gear,Oklahoma,Men's Athletic Footwear,35.0,350,12250,4288,Online,2021,2021-06
West Gear,Oklahoma,Men's Apparel,60.0,350,21000,7350,Online,2021,2021-07
